COUNTY;STATE;TP;TPNH;TPH;PPH;AP
Autauga;Alabama;34222;33992;230;0,67;1990
Baldwin;Alabama;98280;97258;1022;1,04;1990
Barbour;Alabama;25417;25293;124;0,49;1990
Bibb;Alabama;16576;16537;39;0,24;1990
Blount;Alabama;39248;38962;286;0,73;1990
Bullock;Alabama;11042;10977;65;0,59;1990
Butler;Alabama;21892;21827;65;0,30;1990
Calhoun;Alabama;116034;114752;1282;1,11;1990
Chambers;Alabama;36876;36749;127;0,34;1990
Cherokee;Alabama;19543;19486;57;0,29;1990
Chilton;Alabama;32458;32342;116;0,36;1990
Choctaw;Alabama;16018;15965;53;0,33;1990
Clarke;Alabama;27240;27137;103;0,38;1990
Clay;Alabama;13252;13225;27;0,20;1990
Cleburne;Alabama;12730;12692;38;0,30;1990
Coffee;Alabama;40240;39769;471;1,17;1990
Colbert;Alabama;51666;51479;187;0,36;1990
Conecuh;Alabama;14054;13972;82;0,58;1990
Coosa;Alabama;11063;11045;18;0,16;1990
Covington;Alabama;36478;36348;130;0,36;1990
Crenshaw;Alabama;13635;13605;30;0,22;1990
Cullman;Alabama;67613;67341;272;0,40;1990
Dale;Alabama;49633;48418;1215;2,45;1990
Dallas;Alabama;48130;47999;131;0,27;1990
DeKalb;Alabama;54651;54436;215;0,39;1990
Elmore;Alabama;49210;48940;270;0,55;1990
Escambia;Alabama;35518;35349;169;0,48;1990
Etowah;Alabama;99840;99509;331;0,33;1990
Fayette;Alabama;17962;17884;78;0,43;1990
Franklin;Alabama;27814;27713;101;0,36;1990
Geneva;Alabama;23647;23526;121;0,51;1990
Greene;Alabama;10153;10129;24;0,24;1990
Hale;Alabama;15498;15441;57;0,37;1990
Henry;Alabama;15374;15282;92;0,60;1990
Houston;Alabama;81331;80867;464;0,57;1990
Jackson;Alabama;47796;47588;208;0,44;1990
Jefferson;Alabama;651525;648780;2745;0,42;1990
Lamar;Alabama;15715;15644;71;0,45;1990
Lauderdale;Alabama;79661;79348;313;0,39;1990
Lawrence;Alabama;31513;31411;102;0,32;1990
Lee;Alabama;87146;86594;552;0,63;1990
Limestone;Alabama;54135;53874;261;0,48;1990
Lowndes;Alabama;12658;12598;60;0,47;1990
Macon;Alabama;24928;24825;103;0,41;1990
Madison;Alabama;238912;235928;2984;1,25;1990
Marengo;Alabama;23084;23009;75;0,33;1990
Marion;Alabama;29830;29765;65;0,22;1990
Marshall;Alabama;70832;70543;289;0,41;1990
Mobile;Alabama;378643;375479;3164;0,84;1990
Monroe;Alabama;23968;23874;94;0,39;1990
Montgomery;Alabama;209085;207461;1624;0,78;1990
Morgan;Alabama;100043;99459;584;0,58;1990
Perry;Alabama;12759;12723;36;0,28;1990
Pickens;Alabama;20699;20649;50;0,24;1990
Pike;Alabama;27595;27487;108;0,39;1990
Randolph;Alabama;19881;19828;53;0,27;1990
Russell;Alabama;46860;46559;301;0,64;1990
St. Clair;Alabama;50009;49800;209;0,42;1990
Shelby;Alabama;99358;98833;525;0,53;1990
Sumter;Alabama;16174;16096;78;0,48;1990
Talladega;Alabama;74107;73617;490;0,66;1990
Tallapoosa;Alabama;38826;38755;71;0,18;1990
Tuscaloosa;Alabama;150522;149574;948;0,63;1990
Walker;Alabama;67670;67446;224;0,33;1990
Washington;Alabama;16694;16643;51;0,31;1990
Wilcox;Alabama;13568;13528;40;0,30;1990
Winston;Alabama;22053;21994;59;0,27;1990
Aleutians East Borough;Alaska;2464;2284;180;7,31;1990
Aleutians West Census Area;Alaska;9478;8736;742;7,83;1990
Anchorage Municipality;Alaska;226338;217080;9258;4,09;1990
Bethel Census Area;Alaska;13656;13576;80;0,59;1990
Bristol Bay Borough;Alaska;1410;1377;33;2,34;1990
Dillingham Census Area;Alaska;4012;3963;49;1,22;1990
Fairbanks North Star Borough;Alaska;77720;74821;2899;3,73;1990
Haines Borough;Alaska;2117;2090;27;1,28;1990
Juneau City and Borough;Alaska;26751;26002;749;2,80;1990
Kenai Peninsula Borough;Alaska;40802;40076;726;1,78;1990
Ketchikan Gateway Borough;Alaska;13828;13543;285;2,06;1990
Kodiak Island Borough;Alaska;13309;12646;663;4,98;1990
Lake and Peninsula Borough;Alaska;1668;1636;32;1,92;1990
Matanuska-Susitna Borough;Alaska;39683;38931;752;1,90;1990
Nome Census Area;Alaska;8288;8182;106;1,28;1990
North Slope Borough;Alaska;5979;5855;124;2,07;1990
Northwest Arctic Borough;Alaska;6113;6077;36;0,59;1990
Prince of Wales-Hyder Census Area;Alaska;6278;6157;121;1,93;1990
Sitka City and Borough;Alaska;8588;8379;209;2,43;1990
Southeast Fairbanks Census Area;Alaska;5913;5736;177;2,99;1990
Valdez-Cordova Census Area;Alaska;9952;9682;270;2,71;1990
Wade Hampton Census Area;Alaska;5791;5774;17;0,29;1990
Yukon-Koyukuk Census Area;Alaska;8478;8396;82;0,97;1990
Apache;Arizona;61591;58992;2599;4,22;1990
Cochise;Arizona;97624;69245;28379;29,07;1990
Coconino;Arizona;96591;86895;9696;10,04;1990
Gila;Arizona;40216;32730;7486;18,61;1990
Graham;Arizona;26554;19872;6682;25,16;1990
Greenlee;Arizona;8008;4552;3456;43,16;1990
La Paz;Arizona;13844;10705;3139;22,67;1990
Maricopa;Arizona;2122101;1776603;345498;16,28;1990
Mohave;Arizona;93497;88578;4919;5,26;1990
Navajo;Arizona;77658;72006;5652;7,28;1990
Pima;Arizona;666880;503618;163262;24,48;1990
Pinal;Arizona;116379;82317;34062;29,27;1990
Santa Cruz;Arizona;29676;6455;23221;78,25;1990
Yavapai;Arizona;107714;100815;6899;6,41;1990
Yuma;Arizona;106895;63507;43388;40,59;1990
Arkansas;Arkansas;21653;21592;61;0,28;1990
Ashley;Arkansas;24319;24099;220;0,91;1990
Baxter;Arkansas;31186;31015;171;0,55;1990
Benton;Arkansas;97499;96140;1359;1,39;1990
Boone;Arkansas;28297;28126;171;0,60;1990
Bradley;Arkansas;11793;11602;191;1,62;1990
Calhoun;Arkansas;5826;5795;31;0,53;1990
Carroll;Arkansas;18654;18460;194;1,04;1990
Chicot;Arkansas;15713;15554;159;1,01;1990
Clark;Arkansas;21437;21310;127;0,59;1990
Clay;Arkansas;18107;18037;70;0,39;1990
Cleburne;Arkansas;19411;19306;105;0,54;1990
Cleveland;Arkansas;7781;7734;47;0,60;1990
Columbia;Arkansas;25691;25614;77;0,30;1990
Conway;Arkansas;19151;19032;119;0,62;1990
Craighead;Arkansas;68956;68570;386;0,56;1990
Crawford;Arkansas;42493;42034;459;1,08;1990
Crittenden;Arkansas;49939;49603;336;0,67;1990
Cross;Arkansas;19225;19116;109;0,57;1990
Dallas;Arkansas;9614;9582;32;0,33;1990
Desha;Arkansas;16798;16646;152;0,91;1990
Drew;Arkansas;17369;17277;92;0,53;1990
Faulkner;Arkansas;60006;59665;341;0,57;1990
Franklin;Arkansas;14897;14718;179;1,20;1990
Fulton;Arkansas;10037;10009;28;0,28;1990
Garland;Arkansas;73397;72620;777;1,06;1990
Grant;Arkansas;13948;13866;82;0,59;1990
Greene;Arkansas;31804;31637;167;0,53;1990
Hempstead;Arkansas;21621;21330;291;1,35;1990
Hot Spring;Arkansas;26115;26000;115;0,44;1990
Howard;Arkansas;13569;13475;94;0,69;1990
Independence;Arkansas;31192;31020;172;0,55;1990
Izard;Arkansas;11364;11293;71;0,63;1990
Jackson;Arkansas;18944;18878;66;0,35;1990
Jefferson;Arkansas;85487;85060;427;0,50;1990
Johnson;Arkansas;18221;18000;221;1,21;1990
Lafayette;Arkansas;9643;9602;41;0,43;1990
Lawrence;Arkansas;17457;17397;60;0,34;1990
Lee;Arkansas;13053;12879;174;1,33;1990
Lincoln;Arkansas;13690;13538;152;1,11;1990
Little River;Arkansas;13966;13806;160;1,15;1990
Logan;Arkansas;20557;20414;143;0,70;1990
Lonoke;Arkansas;39268;39022;246;0,63;1990
Madison;Arkansas;11618;11507;111;0,96;1990
Marion;Arkansas;12001;11953;48;0,40;1990
Miller;Arkansas;38467;38157;310;0,81;1990
Mississippi;Arkansas;57525;56780;745;1,30;1990
Monroe;Arkansas;11333;11301;32;0,28;1990
Montgomery;Arkansas;7841;7785;56;0,71;1990
Nevada;Arkansas;10101;10037;64;0,63;1990
Newton;Arkansas;7666;7623;43;0,56;1990
Ouachita;Arkansas;30574;30441;133;0,44;1990
Perry;Arkansas;7969;7922;47;0,59;1990
Phillips;Arkansas;28838;28601;237;0,82;1990
Pike;Arkansas;10086;10030;56;0,56;1990
Poinsett;Arkansas;24664;24540;124;0,50;1990
Polk;Arkansas;17347;17046;301;1,74;1990
Pope;Arkansas;45883;45460;423;0,92;1990
Prairie;Arkansas;9518;9480;38;0,40;1990
Pulaski;Arkansas;349660;346461;3199;0,92;1990
Randolph;Arkansas;16558;16483;75;0,45;1990
St. Francis;Arkansas;28497;28295;202;0,71;1990
Saline;Arkansas;64183;63805;378;0,59;1990
Scott;Arkansas;10205;10163;42;0,41;1990
Searcy;Arkansas;7841;7809;32;0,41;1990
Sebastian;Arkansas;99590;98228;1362;1,37;1990
Sevier;Arkansas;13637;13005;632;4,63;1990
Sharp;Arkansas;14109;14052;57;0,40;1990
Stone;Arkansas;9775;9733;42;0,43;1990
Union;Arkansas;46719;46497;222;0,48;1990
Van Buren;Arkansas;14008;13910;98;0,70;1990
Washington;Arkansas;113409;111883;1526;1,35;1990
White;Arkansas;54676;54304;372;0,68;1990
Woodruff;Arkansas;9520;9503;17;0,18;1990
Yell;Arkansas;17759;17582;177;1,00;1990
Alameda;California;1279182;1097377;181805;14,21;1990
Alpine;California;1113;1039;74;6,65;1990
Amador;California;30039;27519;2520;8,39;1990
Butte;California;182120;168514;13606;7,47;1990
Calaveras;California;31998;30284;1714;5,36;1990
Colusa;California;16275;10851;5424;33,33;1990
Contra Costa;California;803732;712450;91282;11,36;1990
Del Norte;California;23460;21046;2414;10,29;1990
El Dorado;California;125995;117218;8777;6,97;1990
Fresno;California;667490;430856;236634;35,45;1990
Glenn;California;24798;19840;4958;19,99;1990
Humboldt;California;119118;114129;4989;4,19;1990
Imperial;California;109303;37368;71935;65,81;1990
Inyo;California;18281;16745;1536;8,40;1990
Kern;California;543477;391482;151995;27,97;1990
Kings;California;101469;66918;34551;34,05;1990
Lake;California;50631;46998;3633;7,18;1990
Lassen;California;27598;24715;2883;10,45;1990
Los Angeles;California;8863164;5511922;3351242;37,81;1990
Madera;California;88090;57690;30400;34,51;1990
Marin;California;230096;212166;17930;7,79;1990
Mariposa;California;14302;13605;697;4,87;1990
Mendocino;California;80345;72097;8248;10,27;1990
Merced;California;178403;120296;58107;32,57;1990
Modoc;California;9678;8977;701;7,24;1990
Mono;California;9956;8830;1126;11,31;1990
Monterey;California;355660;236090;119570;33,62;1990
Napa;California;110765;94824;15941;14,39;1990
Nevada;California;78510;75241;3269;4,16;1990
Orange;California;2410556;1845728;564828;23,43;1990
Placer;California;172796;158925;13871;8,03;1990
Plumas;California;19739;18832;907;4,60;1990
Riverside;California;1170413;862899;307514;26,27;1990
Sacramento;California;1041219;919675;121544;11,67;1990
San Benito;California;36697;19897;16800;45,78;1990
San Bernardino;California;1418380;1039798;378582;26,69;1990
San Diego;California;2498016;1987235;510781;20,45;1990
San Francisco;California;723959;623242;100717;13,91;1990
San Joaquin;California;480628;367955;112673;23,44;1990
San Luis Obispo;California;217162;188239;28923;13,32;1990
San Mateo;California;649623;534996;114627;17,65;1990
Santa Barbara;California;369608;271409;98199;26,57;1990
Santa Clara;California;1497577;1183013;314564;21,01;1990
Santa Cruz;California;229734;182937;46797;20,37;1990
Shasta;California;147036;141384;5652;3,84;1990
Sierra;California;3318;3134;184;5,55;1990
Siskiyou;California;43531;40982;2549;5,86;1990
Solano;California;340421;294904;45517;13,37;1990
Sonoma;California;388222;346999;41223;10,62;1990
Stanislaus;California;370522;289625;80897;21,83;1990
Sutter;California;64415;53823;10592;16,44;1990
