COUNTY;STATE;TP;TPNH;TPH;PPH;AP
Winnebago;Illinois;293993;260932;33061;11,25;2011
Woodford;Illinois;38861;38275;586;1,51;2011
Adams;Indiana;34370;32966;1404;4,09;2011
Allen;Indiana;358327;334403;23924;6,68;2011
Bartholomew;Indiana;77870;72929;4941;6,35;2011
Benton;Indiana;8853;8417;436;4,93;2011
Blackford;Indiana;12594;12456;138;1,10;2011
Boone;Indiana;57481;56084;1397;2,43;2011
Brown;Indiana;15099;14908;191;1,27;2011
Carroll;Indiana;20031;19270;761;3,80;2011
Cass;Indiana;38828;33716;5112;13,17;2011
Clark;Indiana;111570;106076;5494;4,92;2011
Clay;Indiana;26894;26558;336;1,25;2011
Clinton;Indiana;33104;28518;4586;13,85;2011
Crawford;Indiana;10658;10514;144;1,35;2011
Daviess;Indiana;31978;30613;1365;4,27;2011
Dearborn;Indiana;50113;49605;508;1,01;2011
Decatur;Indiana;25944;25491;453;1,75;2011
DeKalb;Indiana;42462;41450;1012;2,38;2011
Delaware;Indiana;117660;115428;2232;1,90;2011
Dubois;Indiana;42199;39554;2645;6,27;2011
Elkhart;Indiana;198941;170076;28865;14,51;2011
Fayette;Indiana;24285;24041;244;1,01;2011
Floyd;Indiana;74989;72888;2101;2,80;2011
Fountain;Indiana;17213;16832;381;2,21;2011
Franklin;Indiana;23041;22798;243;1,06;2011
Fulton;Indiana;20872;19946;926;4,44;2011
Gibson;Indiana;33505;33047;458;1,37;2011
Grant;Indiana;69793;67215;2578;3,69;2011
Greene;Indiana;32895;32532;363;1,10;2011
Hamilton;Indiana;282810;272691;10119;3,58;2011
Hancock;Indiana;70529;69253;1276;1,81;2011
Harrison;Indiana;39336;38699;637;1,62;2011
Hendricks;Indiana;147979;143390;4589;3,10;2011
Henry;Indiana;49264;48540;724;1,47;2011
Howard;Indiana;82800;80560;2240;2,71;2011
Huntington;Indiana;37211;36537;674;1,81;2011
Jackson;Indiana;42966;40423;2543;5,92;2011
Jasper;Indiana;33416;31583;1833;5,49;2011
Jay;Indiana;21310;20702;608;2,85;2011
Jefferson;Indiana;32249;31497;752;2,33;2011
Jennings;Indiana;28196;27583;613;2,17;2011
Johnson;Indiana;141656;137078;4578;3,23;2011
Knox;Indiana;38500;37848;652;1,69;2011
Kosciusko;Indiana;77336;71568;5768;7,46;2011
LaGrange;Indiana;37382;36020;1362;3,64;2011
Lake;Indiana;495558;411263;84295;17,01;2011
LaPorte;Indiana;111374;105123;6251;5,61;2011
Lawrence;Indiana;46195;45600;595;1,29;2011
Madison;Indiana;131235;126831;4404;3,36;2011
Marion;Indiana;911296;823622;87674;9,62;2011
Marshall;Indiana;47050;42927;4123;8,76;2011
Martin;Indiana;10332;10242;90;0,87;2011
Miami;Indiana;36611;35676;935;2,55;2011
Monroe;Indiana;139799;135439;4360;3,12;2011
Montgomery;Indiana;38441;36663;1778;4,63;2011
Morgan;Indiana;69464;68561;903;1,30;2011
Newton;Indiana;14161;13428;733;5,18;2011
Noble;Indiana;47553;42913;4640;9,76;2011
Ohio;Indiana;6065;5985;80;1,32;2011
Orange;Indiana;19969;19753;216;1,08;2011
Owen;Indiana;21499;21271;228;1,06;2011
Parke;Indiana;17237;16997;240;1,39;2011
Perry;Indiana;19354;19141;213;1,10;2011
Pike;Indiana;12728;12604;124;0,97;2011
Porter;Indiana;165537;151275;14262;8,62;2011
Posey;Indiana;25720;25451;269;1,05;2011
Pulaski;Indiana;13363;13035;328;2,46;2011
Putnam;Indiana;37917;37274;643;1,70;2011
Randolph;Indiana;26105;25293;812;3,11;2011
Ripley;Indiana;28759;28271;488;1,70;2011
Rush;Indiana;17287;17071;216;1,25;2011
St. Joseph;Indiana;266700;246671;20029;7,51;2011
Scott;Indiana;23987;23633;354;1,48;2011
Shelby;Indiana;44337;42675;1662;3,75;2011
Spencer;Indiana;20961;20441;520;2,48;2011
Starke;Indiana;23199;22377;822;3,54;2011
Steuben;Indiana;34028;33008;1020;3,00;2011
Sullivan;Indiana;21356;21031;325;1,52;2011
Switzerland;Indiana;10569;10424;145;1,37;2011
Tippecanoe;Indiana;174724;161258;13466;7,71;2011
Tipton;Indiana;15788;15424;364;2,31;2011
Union;Indiana;7513;7418;95;1,26;2011
Vanderburgh;Indiana;180305;176169;4136;2,29;2011
Vermillion;Indiana;16231;16064;167;1,03;2011
Vigo;Indiana;108182;105585;2597;2,40;2011
Wabash;Indiana;32608;31877;731;2,24;2011
Warren;Indiana;8431;8331;100;1,19;2011
Warrick;Indiana;60275;59251;1024;1,70;2011
Washington;Indiana;28147;27807;340;1,21;2011
Wayne;Indiana;68643;66799;1844;2,69;2011
Wells;Indiana;27734;27128;606;2,19;2011
White;Indiana;24694;22902;1792;7,26;2011
Whitley;Indiana;33392;32841;551;1,65;2011
Adair;Iowa;7527;7421;106;1,41;2011
Adams;Iowa;4004;3963;41;1,02;2011
Allamakee;Iowa;14274;13456;818;5,73;2011
Appanoose;Iowa;12797;12610;187;1,46;2011
Audubon;Iowa;6034;5989;45;0,75;2011
Benton;Iowa;26092;25799;293;1,12;2011
Black Hawk;Iowa;131549;126450;5099;3,88;2011
Boone;Iowa;26255;25705;550;2,10;2011
Bremer;Iowa;24281;23989;292;1,20;2011
Buchanan;Iowa;20923;20666;257;1,23;2011
Buena Vista;Iowa;20406;15589;4817;23,61;2011
Butler;Iowa;14939;14792;147;0,98;2011
Calhoun;Iowa;9626;9511;115;1,20;2011
Carroll;Iowa;20861;20503;358;1,72;2011
Cass;Iowa;13817;13554;263;1,90;2011
Cedar;Iowa;18400;18100;300;1,63;2011
Cerro Gordo;Iowa;43938;42231;1707;3,89;2011
Cherokee;Iowa;12069;11758;311;2,58;2011
Chickasaw;Iowa;12449;12156;293;2,35;2011
Clarke;Iowa;9356;8368;988;10,56;2011
Clay;Iowa;16590;16112;478;2,88;2011
Clayton;Iowa;18014;17685;329;1,83;2011
Clinton;Iowa;49015;47747;1268;2,59;2011
Crawford;Iowa;17277;12902;4375;25,32;2011
Dallas;Iowa;69444;65133;4311;6,21;2011
Davis;Iowa;8787;8697;90;1,02;2011
Decatur;Iowa;8284;8093;191;2,31;2011
Delaware;Iowa;17658;17502;156;0,88;2011
Des Moines;Iowa;40169;39036;1133;2,82;2011
Dickinson;Iowa;16899;16688;211;1,25;2011
Dubuque;Iowa;94648;92716;1932;2,04;2011
Emmet;Iowa;10104;9273;831;8,22;2011
Fayette;Iowa;20973;20556;417;1,99;2011
Floyd;Iowa;16070;15723;347;2,16;2011
Franklin;Iowa;10730;9523;1207;11,25;2011
Fremont;Iowa;7367;7185;182;2,47;2011
Greene;Iowa;9285;9074;211;2,27;2011
Grundy;Iowa;12459;12324;135;1,08;2011
Guthrie;Iowa;10901;10686;215;1,97;2011
Hamilton;Iowa;15538;14731;807;5,19;2011
Hancock;Iowa;11287;10892;395;3,50;2011
Hardin;Iowa;17426;16784;642;3,68;2011
Harrison;Iowa;14828;14643;185;1,25;2011
Henry;Iowa;20284;19446;838;4,13;2011
Howard;Iowa;9565;9436;129;1,35;2011
Humboldt;Iowa;9802;9439;363;3,70;2011
Ida;Iowa;7086;6964;122;1,72;2011
Iowa;Iowa;16320;15982;338;2,07;2011
Jackson;Iowa;19796;19535;261;1,32;2011
Jasper;Iowa;36547;35953;594;1,63;2011
Jefferson;Iowa;16815;16347;468;2,78;2011
Johnson;Iowa;133038;126487;6551;4,92;2011
Jones;Iowa;20608;20316;292;1,42;2011
Keokuk;Iowa;10378;10271;107;1,03;2011
Kossuth;Iowa;15396;15182;214;1,39;2011
Lee;Iowa;35621;34531;1090;3,06;2011
Linn;Iowa;213875;207937;5938;2,78;2011
Louisa;Iowa;11369;9540;1829;16,09;2011
Lucas;Iowa;8847;8736;111;1,26;2011
Lyon;Iowa;11670;11442;228;1,95;2011
Madison;Iowa;15779;15561;218;1,38;2011
Mahaska;Iowa;22530;22114;416;1,85;2011
Marion;Iowa;33335;32781;554;1,66;2011
Marshall;Iowa;40980;33600;7380;18,01;2011
Mills;Iowa;14992;14609;383;2,56;2011
Mitchell;Iowa;10783;10662;121;1,12;2011
Monona;Iowa;9239;9112;127;1,38;2011
Monroe;Iowa;8056;7863;193;2,40;2011
Montgomery;Iowa;10640;10311;329;3,09;2011
Muscatine;Iowa;42815;35875;6940;16,21;2011
O'Brien;Iowa;14210;13613;597;4,20;2011
Osceola;Iowa;6357;5942;415;6,53;2011
Page;Iowa;15987;15530;457;2,86;2011
Palo Alto;Iowa;9419;9235;184;1,95;2011
Plymouth;Iowa;24896;24134;762;3,06;2011
Pocahontas;Iowa;7180;6984;196;2,73;2011
Polk;Iowa;437399;403323;34076;7,79;2011
Pottawattamie;Iowa;93518;87272;6246;6,68;2011
Poweshiek;Iowa;18804;18346;458;2,44;2011
Ringgold;Iowa;5119;5033;86;1,68;2011
Sac;Iowa;10241;10020;221;2,16;2011
Scott;Iowa;167095;157580;9515;5,69;2011
Shelby;Iowa;12039;11816;223;1,85;2011
Sioux;Iowa;33900;30783;3117;9,20;2011
Story;Iowa;89663;86914;2749;3,07;2011
Tama;Iowa;17695;16311;1384;7,82;2011
Taylor;Iowa;6305;5909;396;6,28;2011
Union;Iowa;12545;12282;263;2,10;2011
Van Buren;Iowa;7510;7418;92;1,23;2011
Wapello;Iowa;35421;32177;3244;9,16;2011
Warren;Iowa;46732;45818;914;1,96;2011
Washington;Iowa;21855;20749;1106;5,06;2011
Wayne;Iowa;6309;6234;75;1,19;2011
Webster;Iowa;37660;36177;1483;3,94;2011
Winnebago;Iowa;10789;10408;381;3,53;2011
Winneshiek;Iowa;21024;20591;433;2,06;2011
Woodbury;Iowa;102509;88146;14363;14,01;2011
Worth;Iowa;7544;7391;153;2,03;2011
Wright;Iowa;13068;11812;1256;9,61;2011
Allen;Kansas;13331;12933;398;2,99;2011
Anderson;Kansas;8070;7936;134;1,66;2011
Atchison;Kansas;16793;16385;408;2,43;2011
Barber;Kansas;4888;4756;132;2,70;2011
Barton;Kansas;27841;23972;3869;13,90;2011
Bourbon;Kansas;14985;14639;346;2,31;2011
Brown;Kansas;10010;9668;342;3,42;2011
Butler;Kansas;65817;63116;2701;4,10;2011
Chase;Kansas;2817;2711;106;3,76;2011
Chautauqua;Kansas;3584;3490;94;2,62;2011
Cherokee;Kansas;21385;20904;481;2,25;2011
Cheyenne;Kansas;2718;2591;127;4,67;2011
Clark;Kansas;2143;1984;159;7,42;2011
Clay;Kansas;8573;8382;191;2,23;2011
Cloud;Kansas;9365;9065;300;3,20;2011
Coffey;Kansas;8533;8338;195;2,29;2011
Comanche;Kansas;1884;1802;82;4,35;2011
Cowley;Kansas;36272;32900;3372;9,30;2011
Crawford;Kansas;39220;37392;1828;4,66;2011
Decatur;Kansas;2915;2872;43;1,48;2011
Dickinson;Kansas;19739;18935;804;4,07;2011
Doniphan;Kansas;7945;7763;182;2,29;2011
Douglas;Kansas;112211;106095;6116;5,45;2011
Edwards;Kansas;3020;2454;566;18,74;2011
Elk;Kansas;2811;2732;79;2,81;2011
Ellis;Kansas;28742;27341;1401;4,87;2011
Ellsworth;Kansas;6483;6144;339;5,23;2011
Finney;Kansas;37083;19585;17498;47,19;2011
Ford;Kansas;34568;16713;17855;51,65;2011
Franklin;Kansas;25931;25024;907;3,50;2011
Geary;Kansas;35323;30679;4644;13,15;2011
Gove;Kansas;2697;2650;47;1,74;2011
Graham;Kansas;2641;2575;66;2,50;2011
Grant;Kansas;7964;4423;3541;44,46;2011
Gray;Kansas;6113;5210;903;14,77;2011
Greeley;Kansas;1258;1076;182;14,47;2011
Greenwood;Kansas;6644;6414;230;3,46;2011
Hamilton;Kansas;2666;1826;840;31,51;2011
Harper;Kansas;5993;5676;317;5,29;2011
Harvey;Kansas;34846;31064;3782;10,85;2011
Haskell;Kansas;4285;3110;1175;27,42;2011
Hodgeman;Kansas;1966;1835;131;6,66;2011
Jackson;Kansas;13433;12945;488;3,63;2011
Jefferson;Kansas;18941;18577;364;1,92;2011
Jewell;Kansas;3096;3028;68;2,20;2011
Johnson;Kansas;552991;512506;40485;7,32;2011
Kearny;Kansas;3987;2821;1166;29,25;2011
Kingman;Kansas;7853;7641;212;2,70;2011
Kiowa;Kansas;2549;2445;104;4,08;2011
Labette;Kansas;21511;20635;876;4,07;2011
Lane;Kansas;1749;1665;84;4,80;2011
Leavenworth;Kansas;77176;72576;4600;5,96;2011
Lincoln;Kansas;3215;3129;86;2,68;2011
Linn;Kansas;9612;9412;200;2,08;2011
Logan;Kansas;2783;2690;93;3,34;2011
Lyon;Kansas;33764;26838;6926;20,51;2011
McPherson;Kansas;29241;28154;1087;3,72;2011
Marion;Kansas;12538;12214;324;2,58;2011
Marshall;Kansas;10005;9814;191;1,91;2011
Meade;Kansas;4531;3838;693;15,30;2011
Miami;Kansas;32715;31819;896;2,74;2011
Mitchell;Kansas;6295;6197;98;1,56;2011
Montgomery;Kansas;34911;33050;1861;5,33;2011
Morris;Kansas;5888;5649;239;4,06;2011
Morton;Kansas;3198;2577;621;19,42;2011
Nemaha;Kansas;10113;9983;130;1,29;2011
Neosho;Kansas;16449;15722;727;4,42;2011
Ness;Kansas;3120;2856;264;8,46;2011
Norton;Kansas;5635;5387;248;4,40;2011
Osage;Kansas;16306;15936;370;2,27;2011
Osborne;Kansas;3847;3800;47;1,22;2011
Ottawa;Kansas;6119;5982;137;2,24;2011
Pawnee;Kansas;7011;6550;461;6,58;2011
Phillips;Kansas;5555;5426;129;2,32;2011
Pottawatomie;Kansas;21920;20885;1035;4,72;2011
Pratt;Kansas;9676;9107;569;5,88;2011
Rawlins;Kansas;2512;2420;92;3,66;2011
Reno;Kansas;64607;59325;5282;8,18;2011
Republic;Kansas;4907;4850;57;1,16;2011
Rice;Kansas;10076;9017;1059;10,51;2011
Riley;Kansas;72997;67876;5121;7,02;2011
Rooks;Kansas;5182;5064;118;2,28;2011
Rush;Kansas;3238;3153;85;2,63;2011
Russell;Kansas;6956;6809;147;2,11;2011
Saline;Kansas;55844;50243;5601;10,03;2011
Scott;Kansas;4910;4138;772;15,72;2011
Sedgwick;Kansas;501076;434698;66378;13,25;2011
Seward;Kansas;23328;10035;13293;56,98;2011
Shawnee;Kansas;178941;159159;19782;11,06;2011
Sheridan;Kansas;2552;2470;82;3,21;2011
Sherman;Kansas;6054;5351;703;11,61;2011
Smith;Kansas;3834;3778;56;1,46;2011
Stafford;Kansas;4371;3817;554;12,67;2011
Stanton;Kansas;2250;1384;866;38,49;2011
Stevens;Kansas;5613;3750;1863;33,19;2011
Sumner;Kansas;23787;22687;1100;4,62;2011
Thomas;Kansas;7977;7597;380;4,76;2011
Trego;Kansas;2930;2877;53;1,81;2011
Wabaunsee;Kansas;7026;6815;211;3,00;2011
Wallace;Kansas;1527;1414;113;7,40;2011
Washington;Kansas;5845;5675;170;2,91;2011
Wichita;Kansas;2276;1699;577;25,35;2011
Wilson;Kansas;9300;9063;237;2,55;2011
Woodson;Kansas;3292;3215;77;2,34;2011
Wyandotte;Kansas;158224;115931;42293;26,73;2011
Adair;Kentucky;18686;18335;351;1,88;2011
Allen;Kentucky;20140;19826;314;1,56;2011
Anderson;Kentucky;21644;21333;311;1,44;2011
Ballard;Kentucky;8253;8151;102;1,24;2011
Barren;Kentucky;42269;41144;1125;2,66;2011
Bath;Kentucky;11742;11579;163;1,39;2011
Bell;Kentucky;28725;28505;220;0,77;2011
Boone;Kentucky;121737;117244;4493;3,69;2011
Bourbon;Kentucky;19998;18573;1425;7,13;2011
Boyd;Kentucky;49466;48737;729;1,47;2011
Boyle;Kentucky;28550;27710;840;2,94;2011
Bracken;Kentucky;8513;8414;99;1,16;2011
Breathitt;Kentucky;13842;13747;95;0,69;2011
Breckinridge;Kentucky;20256;20071;185;0,91;2011
Bullitt;Kentucky;75109;74013;1096;1,46;2011
Butler;Kentucky;12827;12450;377;2,94;2011
Caldwell;Kentucky;12973;12813;160;1,23;2011
Calloway;Kentucky;37544;36603;941;2,51;2011
Campbell;Kentucky;90940;89426;1514;1,67;2011
Carlisle;Kentucky;5048;4955;93;1,84;2011
Carroll;Kentucky;11013;10243;770;6,99;2011
Carter;Kentucky;27586;27250;336;1,22;2011
Casey;Kentucky;15909;15500;409;2,57;2011
Christian;Kentucky;73591;68888;4703;6,39;2011
Clark;Kentucky;35537;34611;926;2,61;2011
Clay;Kentucky;21720;21315;405;1,87;2011
Clinton;Kentucky;10201;9959;242;2,37;2011
Crittenden;Kentucky;9336;9285;51;0,55;2011
Cumberland;Kentucky;6832;6763;69;1,01;2011
Daviess;Kentucky;97234;94667;2567;2,64;2011
Edmonson;Kentucky;12090;11988;102;0,84;2011
Elliott;Kentucky;7707;7643;64;0,83;2011
Estill;Kentucky;14666;14559;107;0,73;2011
Fayette;Kentucky;301569;280528;21041;6,98;2011
Fleming;Kentucky;14512;14336;176;1,21;2011
Floyd;Kentucky;39207;38954;253;0,65;2011
Franklin;Kentucky;49393;48012;1381;2,80;2011
Fulton;Kentucky;6755;6690;65;0,96;2011
Gallatin;Kentucky;8612;8221;391;4,54;2011
Garrard;Kentucky;16885;16472;413;2,45;2011
Grant;Kentucky;24816;24206;610;2,46;2011
Graves;Kentucky;37519;35313;2206;5,88;2011
Grayson;Kentucky;25957;25668;289;1,11;2011
Green;Kentucky;11220;11045;175;1,56;2011
Greenup;Kentucky;36865;36541;324;0,88;2011
Hancock;Kentucky;8572;8467;105;1,23;2011
Hardin;Kentucky;107456;101892;5564;5,18;2011
Harlan;Kentucky;29060;28820;240;0,83;2011
Harrison;Kentucky;18777;18432;345;1,84;2011
Hart;Kentucky;18235;17954;281;1,54;2011
Henderson;Kentucky;46406;45506;900;1,94;2011
Henry;Kentucky;15443;14944;499;3,23;2011
Hickman;Kentucky;4784;4717;67;1,40;2011
Hopkins;Kentucky;46909;46155;754;1,61;2011
Jackson;Kentucky;13443;13342;101;0,75;2011
Jefferson;Kentucky;746906;713102;33804;4,53;2011
Jessamine;Kentucky;49046;47674;1372;2,80;2011
Johnson;Kentucky;23396;23275;121;0,52;2011
Kenton;Kentucky;160406;155966;4440;2,77;2011
Knott;Kentucky;16289;16180;109;0,67;2011
Knox;Kentucky;31888;31567;321;1,01;2011
Larue;Kentucky;14315;13898;417;2,91;2011
Laurel;Kentucky;59355;58566;789;1,33;2011
Lawrence;Kentucky;16035;15944;91;0,57;2011
Lee;Kentucky;7817;7744;73;0,93;2011
Leslie;Kentucky;11233;11191;42;0,37;2011
Letcher;Kentucky;24446;24311;135;0,55;2011
Lewis;Kentucky;13878;13792;86;0,62;2011
Lincoln;Kentucky;24731;24328;403;1,63;2011
Livingston;Kentucky;9531;9402;129;1,35;2011
Logan;Kentucky;26792;26139;653;2,44;2011
Lyon;Kentucky;8317;8211;106;1,27;2011
McCracken;Kentucky;65864;64420;1444;2,19;2011
McCreary;Kentucky;18285;17879;406;2,22;2011
McLean;Kentucky;9527;9414;113;1,19;2011
Madison;Kentucky;84188;82303;1885;2,24;2011
Magoffin;Kentucky;13216;13108;108;0,82;2011
Marion;Kentucky;19982;19448;534;2,67;2011
Marshall;Kentucky;31308;30937;371;1,19;2011
Martin;Kentucky;12751;12353;398;3,12;2011
Mason;Kentucky;17653;17393;260;1,47;2011
Meade;Kentucky;29562;28536;1026;3,47;2011
Menifee;Kentucky;6317;6259;58;0,92;2011
Mercer;Kentucky;21282;20774;508;2,39;2011
Metcalfe;Kentucky;10073;9936;137;1,36;2011
Monroe;Kentucky;10937;10632;305;2,79;2011
Montgomery;Kentucky;26743;26027;716;2,68;2011
Morgan;Kentucky;13943;13832;111;0,80;2011
Muhlenberg;Kentucky;31272;30904;368;1,18;2011
Nelson;Kentucky;43974;43081;893;2,03;2011
Nicholas;Kentucky;7071;6958;113;1,60;2011
Ohio;Kentucky;24103;23260;843;3,50;2011
Oldham;Kentucky;60642;58513;2129;3,51;2011
Owen;Kentucky;10858;10581;277;2,55;2011
Owsley;Kentucky;4820;4779;41;0,85;2011
Pendleton;Kentucky;14698;14545;153;1,04;2011
Perry;Kentucky;28751;28548;203;0,71;2011
Pike;Kentucky;64904;64426;478;0,74;2011
Powell;Kentucky;12651;12517;134;1,06;2011
Pulaski;Kentucky;63657;62250;1407;2,21;2011
Robertson;Kentucky;2229;2199;30;1,35;2011
Rockcastle;Kentucky;17069;16949;120;0,70;2011
Rowan;Kentucky;23582;23244;338;1,43;2011
Russell;Kentucky;17610;17005;605;3,44;2011
Scott;Kentucky;48149;46101;2048;4,25;2011
Shelby;Kentucky;43068;39139;3929;9,12;2011
Simpson;Kentucky;17378;17078;300;1,73;2011
Spencer;Kentucky;17378;17102;276;1,59;2011
Taylor;Kentucky;24731;24274;457;1,85;2011
Todd;Kentucky;12463;11942;521;4,18;2011
Trigg;Kentucky;14305;14117;188;1,31;2011
Trimble;Kentucky;8725;8495;230;2,64;2011
Union;Kentucky;15067;14796;271;1,80;2011
Warren;Kentucky;115517;110104;5413;4,69;2011
Washington;Kentucky;11846;11434;412;3,48;2011
Wayne;Kentucky;20969;20343;626;2,99;2011
Webster;Kentucky;13668;13030;638;4,67;2011
Whitley;Kentucky;35823;35471;352;0,98;2011
Wolfe;Kentucky;7342;7302;40;0,55;2011
Woodford;Kentucky;24945;23250;1695;6,80;2011
Acadia Parish;Louisiana;61982;60833;1149;1,85;2011
Allen Parish;Louisiana;25757;25364;393;1,53;2011
Ascension Parish;Louisiana;109985;104670;5315;4,83;2011
Assumption Parish;Louisiana;23153;22616;537;2,32;2011
Avoyelles Parish;Louisiana;41895;41235;660;1,58;2011
Beauregard Parish;Louisiana;36129;35021;1108;3,07;2011
Bienville Parish;Louisiana;14335;14094;241;1,68;2011
Bossier Parish;Louisiana;119732;112394;7338;6,13;2011
Caddo Parish;Louisiana;257051;250490;6561;2,55;2011
Calcasieu Parish;Louisiana;194092;188843;5249;2,70;2011
Caldwell Parish;Louisiana;10057;9823;234;2,33;2011
Cameron Parish;Louisiana;6730;6541;189;2,81;2011
Catahoula Parish;Louisiana;10325;10217;108;1,05;2011
Claiborne Parish;Louisiana;16914;16711;203;1,20;2011
Concordia Parish;Louisiana;20876;20631;245;1,17;2011
De Soto Parish;Louisiana;26812;26046;766;2,86;2011
East Baton Rouge Parish;Louisiana;441438;424449;16989;3,85;2011
East Carroll Parish;Louisiana;7630;7484;146;1,91;2011
East Feliciana Parish;Louisiana;20117;19886;231;1,15;2011
Evangeline Parish;Louisiana;33896;33088;808;2,38;2011
Franklin Parish;Louisiana;20785;20549;236;1,14;2011
Grant Parish;Louisiana;22131;21168;963;4,35;2011
Iberia Parish;Louisiana;73400;70911;2489;3,39;2011
Iberville Parish;Louisiana;33230;32502;728;2,19;2011
Jackson Parish;Louisiana;16323;16089;234;1,43;2011
Jefferson Parish;Louisiana;432640;377825;54815;12,67;2011
Jefferson Davis Parish;Louisiana;31694;31104;590;1,86;2011
Lafayette Parish;Louisiana;224390;215386;9004;4,01;2011
Lafourche Parish;Louisiana;96666;92777;3889;4,02;2011
La Salle Parish;Louisiana;14985;14622;363;2,42;2011
Lincoln Parish;Louisiana;46856;45584;1272;2,72;2011
Livingston Parish;Louisiana;130251;126166;4085;3,14;2011
Madison Parish;Louisiana;12004;11795;209;1,74;2011
Morehouse Parish;Louisiana;27608;27335;273;0,99;2011
Natchitoches Parish;Louisiana;39442;38675;767;1,95;2011
Orleans Parish;Louisiana;360740;341813;18927;5,25;2011
Ouachita Parish;Louisiana;154919;151962;2957;1,91;2011
Plaquemines Parish;Louisiana;23628;22366;1262;5,34;2011
Pointe Coupee Parish;Louisiana;22703;22155;548;2,41;2011
Rapides Parish;Louisiana;132374;128825;3549;2,68;2011
Red River Parish;Louisiana;8890;8767;123;1,38;2011
Richland Parish;Louisiana;20938;20557;381;1,82;2011
Sabine Parish;Louisiana;24526;23684;842;3,43;2011
St. Bernard Parish;Louisiana;39558;35836;3722;9,41;2011
St. Charles Parish;Louisiana;52517;49840;2677;5,10;2011
St. Helena Parish;Louisiana;10949;10812;137;1,25;2011
St. James Parish;Louisiana;21784;21488;296;1,36;2011
St. John the Baptist Parish;Louisiana;45221;43013;2208;4,88;2011
St. Landry Parish;Louisiana;83552;82099;1453;1,74;2011
St. Martin Parish;Louisiana;52917;51681;1236;2,34;2011
St. Mary Parish;Louisiana;54210;51159;3051;5,63;2011
St. Tammany Parish;Louisiana;236785;225220;11565;4,88;2011
Tangipahoa Parish;Louisiana;122571;118133;4438;3,62;2011
Tensas Parish;Louisiana;5066;4991;75;1,48;2011
Terrebonne Parish;Louisiana;111917;107271;4646;4,15;2011
Union Parish;Louisiana;22732;21769;963;4,24;2011
Vermilion Parish;Louisiana;58276;56731;1545;2,65;2011
Vernon Parish;Louisiana;52107;48029;4078;7,83;2011
Washington Parish;Louisiana;47139;46219;920;1,95;2011
Webster Parish;Louisiana;41288;40549;739;1,79;2011
West Baton Rouge Parish;Louisiana;24109;23459;650;2,70;2011
West Carroll Parish;Louisiana;11569;11232;337;2,91;2011
West Feliciana Parish;Louisiana;15460;15192;268;1,73;2011
Winn Parish;Louisiana;15080;14827;253;1,68;2011
Androscoggin;Maine;107398;105688;1710;1,59;2011
Aroostook;Maine;71482;70749;733;1,03;2011
Cumberland;Maine;282401;277058;5343;1,89;2011
Franklin;Maine;30746;30414;332;1,08;2011
Hancock;Maine;54578;53946;632;1,16;2011
Kennebec;Maine;121935;120363;1572;1,29;2011
Knox;Maine;39708;39320;388;0,98;2011
Lincoln;Maine;34224;33922;302;0,88;2011
